id,number,name,date,race_number,wikipedia,is_cancelled,circuit_id,season_id
1144,19,United States Grand Prix,2025-10-19,1144,https://en.wikipedia.org/wiki/2025_United_States_Grand_Prix,f,69,76
1143,18,Singapore Grand Prix,2025-10-05,1143,https://en.wikipedia.org/wiki/2025_Singapore_Grand_Prix,f,65,76
1142,17,Azerbaijan Grand Prix,2025-09-21,1142,https://en.wikipedia.org/wiki/2025_Azerbaijan_Grand_Prix,f,71,76
1141,16,Italian Grand Prix,2025-09-07,1141,https://en.wikipedia.org/wiki/2025_Italian_Grand_Prix,f,7,76
1133,8,Monaco Grand Prix,2025-05-25,1133,https://en.wikipedia.org/wiki/2025_Monaco_Grand_Prix,f,2,76
1132,7,Emilia Romagna Grand Prix,2025-05-18,1132,https://en.wikipedia.org/wiki/2025_Emilia_Romagna_Grand_Prix,f,45,76
1131,6,Miami Grand Prix,2025-05-04,1131,https://en.wikipedia.org/wiki/2025_Miami_Grand_Prix,f,76,76
1130,5,Saudi Arabian Grand Prix,2025-04-20,1130,https://en.wikipedia.org/wiki/2025_Saudi_Arabian_Grand_Prix,f,75,76
1126,1,Australian Grand Prix,2025-03-16,1126,https://en.wikipedia.org/wiki/2025_Australian_Grand_Prix,f,59,76
1127,2,Chinese Grand Prix,2025-03-23,1127,https://en.wikipedia.org/wiki/2025_Chinese_Grand_Prix,f,62,76
